hpg_store_id,hpg_genre_name,hpg_area_name,latitude,longitude
hpg_6622b62385aec8bf,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_e9e068dd49c5fa00,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_2976f7acb4b3a3bc,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_e51a522e098f024c,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_e3d0e1519894f275,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_530cd91db13b938e,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_02457b318e186fa4,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_0cb3c2c490020a29,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_3efe9b08c887fe9a,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_765e8d3ba261dc1c,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_46b3935373e2a576,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_d02653e1cec8034d,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_ae7df991ba2f21ee,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_5f606bd0a074570e,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_c846b79f7170baf2,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_6ab187222a3c9ea2,Japanese style,Tōkyō-to Setagaya-ku Taishidō,35.6436746642265,139.668220854814
hpg_8a67276f1608d544,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_1a1c7f48b809e84b,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_b19c264d78431857,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_f460793514dad711,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_bcb6dd8efee30249,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_9630a2129b625d89,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_a7b8fbd9e2926703,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_a7407b2899c77f4c,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_eb440c0d5a6df068,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_a6a0ccb587ff39b0,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_ff3a82aaa7e3c9b5,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_5fee5882a0a44c43,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_410a53a536b434c9,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_e4641edebaf8eaec,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_e5e6b5a501a943bf,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
hpg_883a4948bd0f87d2,Japanese style,Hyōgo-ken Himeji-shi Tsuchiyama,34.8299255519268,134.67307503026
