123.59.59.52 - - [21/Apr/2016:08:12:35 +0800] "GET http://www.elong.com/ HTTP/1.1" 200 87 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0"
123.59.59.52 - - [21/Apr/2016:08:12:36 +0800] "GET http://diffusion.cgu.edu.tw/ajax/index.html HTTP/1.1" 200 15639 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0"
223-137-247-165.emome-ip.hinet.net - - [21/Apr/2016:08:35:18 +0800] "GET /nursing/html4/ HTTP/1.1" 200 1113 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1"
223-137-247-165.emome-ip.hinet.net - - [21/Apr/2016:08:35:19 +0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 238 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1"
223-137-247-165.emome-ip.hinet.net - - [21/Apr/2016:08:35:19 +0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 226 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1"
223-137-247-165.emome-ip.hinet.net - - [21/Apr/2016:08:35:19 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 218 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1"
223-137-247-165.emome-ip.hinet.net - - [21/Apr/2016:08:35:19 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 218 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1"
223-137-247-165.emome-ip.hinet.net - - [21/Apr/2016:08:35:19 +0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 230 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1"
223-137-247-165.emome-ip.hinet.net - - [21/Apr/2016:08:35:19 +0800] "GET /favicon.ico HTTP/1.1" 200 216782 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1"
172.30.145.13 - - [21/Apr/2016:08:40:47 +0800] "GET / HTTP/1.1" 200 87 "http://ge.cgu.edu.tw/files/13-1002-9430.php" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:47 +0800] "GET /ajax/index.html HTTP/1.1" 200 15639 "http://diffusion.cgu.edu.tw/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:47 +0800] "GET /ajax/images/title1.gif HTTP/1.1" 200 1594 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:47 +0800] "GET /ajax/js/MathJax/MathJax.js?config=TeX-AMS_HTML HTTP/1.1" 403 228 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:47 +0800] "GET /ajax/js/jQuery/jquery.js HTTP/1.1" 200 120763 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:47 +0800] "GET /ajax/js/google-code-prettify/prettify.js HTTP/1.1" 200 55889 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:47 +0800] "GET /ajax/images/wmi.gif HTTP/1.1" 200 560314 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:49 +0800] "GET /ajax/js/google-code-prettify/prettify.css HTTP/1.1" 200 1570 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:49 +0800] "GET /ajax/images/sage.png HTTP/1.1" 200 5382 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
172.30.145.13 - - [21/Apr/2016:08:40:49 +0800] "GET /ajax/images/2-0.png HTTP/1.1" 200 2394 "http://diffusion.cgu.edu.tw/ajax/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
